context	result	golden_standard
Впрочем, старт гоночного уик-энда в Керпене прошел при полном превосходстве	First	Second
Перед ними был зал огромного старинного замка. Света нигде не было. Все было погружено в полную темноту. Нигде не было видно и людей.	Second	Second
изменяется и отношение в армии к занятиям рукопашным боем. Так, в Наставлениях по физической подготовке 1948 года, рукопашный бой и преодоление препятствий разделены на самостоятельные разделы, однако достаточно полных организационно-методических	Second	Second
Потом меня отпустили сдавать экзамены за десятый класс, мы не тренировались, но каникулы продолжались недолго, дней десять, сразу после экзаменов я отправилась со всеми «тарасятами» в Томск. Мой первый постановочный сбор, первая танцевальная программа. В Томске мы с Андреем тренировались как бешеные. Ко всем приходило воскресенье, у нас -- только будни. Сколько часов мы проработали и на льду, и в зале, сказать трудно. Работали, работали, и оттого, что становилось все лучше и лучше, мы все больше и больше нравились Татьяне Анатольевне. Она нас с катка не отпускала, сколько могла сама на тренировках сидеть, столько мы с Андрюшей и катались, и все в полную силу. Я обожала свою программу, и от потока новых ощущений, оттого, что каждый раз можно что-то в ней прибавить, каждый раз можно что-то сделать по-другому, я расходилась до безумства. В момент рождения программы идет поиск, импровизация, но потом все переходит в какой-то автоматизм. Ужасно обидно, но счастливое время сменяется будничным.	Second	Second
Назад шли в полной темноте под усилившимся дождем. Промокли до нитки. Дома отогрелись горячим ужином, чаем из самовара и коньяком, который выставил, конечно, Анатолий. У нас был свой запас, но Гиппиус сделал такие страшные глаза, что я сразу осекся. Мне представилось, что Гиппиус замыслил какой-то добрый сюрприз, а он просто пожадничал. Отснедав, Гиппиус наорал на Анатолия, пытавшегося повесить нам в комнату две «картины» Васнецова. Смущаясь, Анатолий лепетал: «Да ведь нужно... для культурного отдыха». Но Гиппиус оставался неумолим: для «культурного отдыха» требуется одно, чтоб меньше смердило, где-то протухла вяленая рыба. Я сгорел от стыда. Поведение Гиппиуса было не просто бестактным, оно выдавало безнадежную душевную грубость, окостенелое хамство этого бывшего интеллигента.	Second	Second
внимание, как у них смена руководства происходит, полная преемственность курса!	Second	Second
Останавливаемся в центре села, на бугре, возле какого-то сарая. У забора привязана коза, собаки обнюхивают пассажиров и шарахаются в сторону. Ребятишки -- русские и казахи, как по команде, стоят смирно, разинув рты, разглядывают приехавших. А направо и налево и прямо, по главному шоссе, вдоль кюветов теснятся в полном беспорядке мазанки, все серые от въевшейся пыли, низенькие, нахлобученные плоскими крышами; повернутые задом на главную улицу, они, словно дзоты, заняли оборонительный рубеж вдоль дороги и, кажется, стоят здесь с фантастических времен Чингисхана. Да, это Большенарымское. Оно все то же.	Second	Second
Сегодня ежегодная прибыль -- 300 миллионов рублей. Полная окупаемость за 3,5 года.	Second	Second
По всей видимости, на обилие боровиков в окрестностях столицы рассчитывать не стоит уже до конца сезона. Немного будет и сыроежек. Остальные же грибы могут пойти лишь к началу осени, да и то при условии, что в ближайшие недели погода изменится, пройдут хорошие дожди и жара хотя бы на несколько дней спадет до 18-20 градусов. В этом случае грибницы, которым нужно вызревать две-три недели, еще успеют одарить любителей побродить с лукошком. Скорее всего, в этом году в Подмосковье можно будет вдоволь пособирать лишь летние и осенние опята. Пока же заядлым грибникам можно посоветовать съездить в соседние регионы -- из Владимирской и Ярославской областей, к примеру, местные жители уже прибывают на столичные рынки с полными корзинками. 	Second	First
Королева сжимала пальцами подлокотники. Ярл Филипп больше не живет на земле! Тот, что снился ей порой в ночных видениях... И перед ней вновь возникли образы того полного волнений дня, когда она принимала участие в охоте на вепрей в вышгородских дубравах и во время дождя очутилась в закопченной хижине дровосека. Годы текли как вода, все растаяло как дым. Но васильковые глаза остались в памяти навеки. Сколько раз по приезде во Францию, когда Генрих уезжал куда-нибудь под город Сане или в приморские туманы Нормандии, она вспоминала не о муже, а об этих глазах и плакала о погибшем счастье.	Second	Second
Ослепительные горизонты счастливого будущего... Нестерпимые лучи лупят оттуда. Свобода каждого -- и свобода всех. Полный расцвет способностей и дарований. Никакого угнетения человека человеком. Никаких войн, никакого насилия. Жизненные блага текут рекой. Труд стал наслаждением. Райская жизнь, коммунизм! Подробности этого рая не разглядеть -- мешает ослепительный свет, слепит он, как и полагается по определению.	Second	Second
Влюбленной верностью себе (при понятном желании разнообразить материал) держится Анатолий Ким. Не только в многочисленных рассказах («Новый мир»,    № 4, «Дружба народов», № 7, «Знамя», № 10), но и в западно-восточном романе-мистерии «Сбор грибов под музыку Баха» (японские, английские и русские музыканты; сумасшедший дом; мистическая детективность; война грибов и людей; мещерские запахи; утраченная любовь, вечное одиночество и неизбежный, как дембель, конец света -- куда ж без него); -- роман-мистерия опубликован в толстом, но иллюстрированно-глянцевом журнале «Ясная Поляна», выходящем под редакцией Анатолия Кима и Владимира Толстого. (Интересно, что бы сказал об этом феномене, сочетающем нуворишский нахрап, стилизацию «усадебного уюта» и истонченные узоры ленивого декадентства, великий писатель, закончивший жизнь уходом из всамделишной, а не маскарадной Ясной Поляны? О нынешних яснополянских играх смотри растерянный и смущенный «вольный рассказ» Олега Павлова «Яблочки от Толстого» («Дружба народов», № 10). Дабы не было недоразумений, подчеркну: Павлов просто и честно описывает писательский визит в имение графов Толстых, которым он, как всякий побывавший в гостях интеллигентный человек, естественно благодарен. Так что оторопь от сегодняшних околотолстовских мероприятий -- на моей совести.) Похоже обстоит дело с Вячеславом Пьецухом (не отличимые друг от друга рассказы, байки, эссе, анекдоты в «Октябре», № 2, «Новом мире», № 2, «Дружбе народов», № 4, «Знамени», № 4; большую форму -- десяток таких же «текстов» в одной облатке -- в этом году Пьецух не сконструировал; ждите -- будет), Людмилой Петрушевской («Музыка  ада» -- «Знамя», № 3), Ниной Садур («Немец» -- «Знамя», № 6; в этом году в Вологде издано наиболее полное собрание ее прозы -- «Сад»), Михаилом Кураевым («Золотуха по прозвищу Одышка» -- «Новый мир», № 11), Фазилем Искандером («Думающий о России и американец» -- «Знамя», № 9). Впрочем, «вариант Искандера» сложнее и, есть надежда, перспективнее: это не варьирование фирменных «чегемских» моделей, а попытка беллетризации собственной умудренно иронической эссеистики, опыт игрового заземления интеллигентных статей о назначении России, человечества, народа и интеллигенции, которым в свою пору отдал дань не один Искандер. (Хочется спросить: кто не отдал-то?) Само по себе осознание исчерпанности «кухонно-салонного» жанра дорого стоит, но клейкость «разговорной материи» и амбивалентность чуть барственного юмора не дают сделать нужного шага к единственно необходимой неожиданности.	Second	Second
-- Значить, мы тогда не почту возили, как ныне-то, -- начинает он коронный номер. -- Я молодой был, матросом; все, значить, у меня на месте было, все в аккурате. Ну, солощий до женского полу, значить, как все молодые. Но в руках себя держал, не как ныне-то некоторые. Под каждую юбку не лез, тактично все заделывал, чтобы ни ей, значить, ни мне никаких там родимых пятен в личное дело не ляпнули. На судне -- ни-ни! Ни под каким, значить, резоном никаких амуров! Один только получился у меня такой, значить, гутен-морген, что я за бортом в Кильском канале оказался. Врать не буду, честно скажу, получился у меня полный срыв и срам в морально-политическом, значить, смысле, и в общественно-политическом, и в прямом, так сказать, смысле. В прямом эт потому, что я за борт сорвался из ейного иллюминатора.	Second	Second
У Мити не было обыкновения брать билеты на все виды общественного транспорта, исключая метро, и когда его излавливали зайцем, всегда смиренно объяснял, что он студент и денег у него на проезд не имеется. Говорить подобное ему было легко, как и любую правду, а контролеры обычно охотно верили ему и отпускали без всяких последствий. На этот раз Митя почему-то не в силах был произнести обычной формулы, и контроль приставал к нему со все возрастающей настойчивостью. Это были два красноглазых кролика, по случаю раздобывшие круглый значок общественного контролера. Они решили насшибать рубли на завтрашнее похмелье и стали прочесывать ночные трамваи с редкими пассажирами, многие из которых, разумеется, могли резонно посчитать, что время проверки билетов давно миновало и потому можно без всякой опаски ехать безбилетно. Братцы-кролики были народ мелковатый, с обвисшими от жизненных невзгод серыми ушами, но обладание жетоном, хотя и незаконное, давало им пьянящее чувство власти, и оно толкало их на невероятное проявление служебного рвения. Когда Акутин вместо оправданий просьб и бессмысленной наглости отреагировал полным молчанием, контролеры обиделись и решили сурово наказать безбилетника, бросившего своим поведением неслыханный по дерзости вызов общественному надзору. Неверными от тайного страха лапами они схватили Митю за воротник, одновременно ожидая, что коренастый и очень крепкий на вид молчун станет их рвать на куски. Однако произошло невероятное: парень покорно направился к выходу, куда его подталкивали, и это несмотря на совершенно внятные угрозы, что его поведут в ближайшее отделение милиции. Переглянувшись меж собой красными мутноватыми глазами, кролики согласно помешкали у открытой двери и, когда она должна была вот-вот закрыться перед отправлением трамвая, разом пихнули в спину и поддали коленями зайцу в зад, и он неожиданно для себя вылетел из сухого вагона под дождь, чуть не грохнулся оземь и долго бежал на подгибающихся от усилий ногах, хватаясь руками за воздух, в то время как трамвай, тронувшись с места, быстро удалялся от него в сторону. Наконец обретя устойчивость, Митя оглянулся и увидел две длинноухие головы, прильнувшие к стеклу освещенного изнутри трамвайного вагона. Кролики подпрыгивали и размахивали лапами, радуясь, что столь ловко отделались от странного, а потому и опасного безбилетника, который, как знать, мог по дороге и сам напасть в пустынном переулке на щипачей или в самом деле проследовать до милиции, что было вовсе не желательно для самозваных контролеров: значок, имевшийся у них, один из приятелей стащил у своей жены, действительно работавшей контролером общественного транспорта.	Second	Second
«Новый Завет, -- говорил бл.Августин, -- скрывается в Ветхом, Ветхий открывается в Новом» (На 1 Кор 6). Религия Библии, в отличие от большинства верований древнего мира, имеет характер динамического учения. Стержневой ее вектор нацелен на грядущее. Она вся в движении, в надежде, в ожидании прихода полного и совершенного Завета с Богом. Эта религия не умещается в границах одного народа, одной культуры. Родившись в изолированном от язычников очаге, она рано или поздно должна была выйти за его пределы, вопреки всем усилиям консерваторов. «Я сделаю тебя светом народов, чтобы спасение Мое дошло до краев земли», -- говорит Господь Своему Служителю (Ис 49,6).	Second	Second
Предания еврейской семьи окружают Эда. Как на картинах Шагала, летают по воздуху евреи и части евреев. С сумками, полными продуктов, которые она «достала» для семьи, плывет вниз головой тетка Гинда. «Труженица» и «добытчица», как ее характеризует Анна. Толстая дочка Гинды -- Иркеле -- лежит на пуховике в шубе. Анархистка Анька все же завидует шубе двоюродной сестры. Внук Гинды -- мальчик Мишка, его Гинда называет Мишкеле, -- отталкивает от себя пухлой рукой «генеральское» -- не хочет. «Генеральское» -- это бутерброд намазанный маслом, красной икрой и, о ужас, -- поверху вареньем! «Не хочу!» -- «Сейчас отдам генеральское Анькеле», -- пугает Мишку Гинда. Всегда готовая откушать икры Анна в розовом платье плотоядно поглядывает на бутерброд. Ни на что не способный зять Гинды -- Фима (и тоже инженер), взобравшись на диван, угрюмо надевает брюки, держа их высоко над полом, «чтоб не потерлись низки». Диван-кровать с благолепной седой старушкой Анькиной бабкой -- все называют ее почему-то «бабушка Бревдо» -- выныривает из шагаловских туч. Бабушка Бревдо в чистейшей ночной рубашке в цветочках, и лунного цвета пышные ее, как у всех дам Рубинштейнов, волосы разметались по подушке. На волосах лежит большущий жирный котяра. -- «Пришел мне конец, Циленька. Больше не встать мне. Головы не могу поднять с подушки». -- «Мама, но у тебя же на волосах спит Жоржик!»	Second	First
В конце письма Розанов просит достать у Вилькиной любым способом свои письма и при этом говорит о Мережковском: «Д.С. письма не показывайте: он тоже »возится« с ней или »любит ее« -- вообще полная каша. И может помешать. Ваш В.Розанов».	Second	Second
Скоро Номер XII понял, что больше всего ему нравится ощущение, источником или проводником которого были велосипеды. Иногда, в жаркий летний день, когда мир вокруг затихал, он тайно отождествлял себя то со складной «Камой», то со «Спутником» и испытывал два разных вида полного счастья.	Second	Second
Всякий, кто жил в англофонных странах, знает, что не только корабли с женскими именами, но и все другие принадлежат к женскому роду. Назови ты пароход хоть «Маршалом Буденным», все равно для англичанина он будет she, то есть «она». Бог весть, отчего так получается, ведь не от сходства же с рыбой, ведь это по-русски рыба -- дама, а по-английски -- ни то ни сё. Так или иначе, наша красавица имела 70000 тонн водоизмещения и в длину тянулась вроде на три футбольных поля, во всяком случае, джоггер, обегая три раза ее главную палубу, то есть без забега на нос и корму, делал милю. При полной загрузке на ней помещалось две тысячи пассажиров. Добавьте к этому две тысячи экипажа и персонала, и вы получите плавающий город, в котором далеко не каждый день люди встречаются друг с другом, даже если и хотят увидеться как бы ненароком. В этом убедился профессор Корбут, пытаясь столкнуться с одной особой и воскликнуть в хорошей атлантической манере: «Lo and behold!»	Second	Second
С полным правом автор отмечает, что редукция мотивов приводит к оскудению деятельности больных. Оскудение деятельности оказывает и «обратное» влияние: не формируются новые мотивы.	Second	Second
Напомню ленинскую точку зрения: ничто так не вредит авторитету партии, как замалчивание назревших противоречий, замазывание их показным единством. Когда принципиальная идейно-политическая борьба уходит «под ковер», она неминуемо вырождается в мелкое политиканство. Ответственные политики обязаны говорить массам правду. Да, мы долго, может быть, слишком долго, пытались снять проблему в рабочем порядке -- путем товарищеского диалога, разъяснений и увещеваний. Не помогло. Ситуация вступила в опасную стадию, когда замалчивать ее более невозможно. Здесь требуются полная ясность и определенность. 	Second	Second
Многие восприняли идею устойчивого развития упрощенно, предполагая, что она заключается в переходе на природоохранную деятельность. Именно в этом ключе сформулированы национальные программы различных стран по устойчивому развитию, включая Экологическую доктрину Российской Федерации. Принципиальная схема, лежащая в основе национальных программ, остается прежней -- максимальное наращивание производства и расширение использования научно-технического прогресса с целью более полного удовлетворения потребностей человека. Это означает сохранение антропоцентрического подхода. 	Second	Second
То, что Америка является единственной гипердержавой, способной «решать судьбы мира», стало ясно ещё в начале девяностых годов прошлого века, когда был «сдан» Советский Союз. Однако, абсолютное силовое преимущество и гегемония – разные вещи, и превратить первое во второе не так уж просто. В течении последних пятнадцати лет Америка это делала, причём успешно. Стратегическая цель англосаксонской цивилизации – вечное закабаление Земли, полное и абсолютное торжество «избранного американского народа» над человечеством – близка к осуществлению как никогда.	Second	Second
с полной нагрузкой	ZERO INTERSECTION	Second
Как же Ленину стало известно о событиях в Грузии, очень его напугавших, если Сталин наглухо изолировал вождя от политической жизни страны? Ему о них сообщила Крупская. К сожалению, Фотиева являлась тайным информатором Сталина. Она и донесла на Крупскую. Сталин по телефону устраивает Крупской грубую выволочку. Та жалуется мужу. Ленин шлет Сталину записку с требованием извиниться. В противном случае грозит полным разрывом отношений. И затем уже следует знаменитое завещание Ленина, где говорится о грубости и нетерпимости Сталина и рекомендуется заменить его на посту генсека... 	Second	Second
-- Заливай, -- сказал доцент, но в его голосе не было полной уверенности. -- Небось, на нее заглядываешься?	Second	Second
Королеву нравилось бывать под землей прежде всего потому, что здесь было тихо. Тишина позволяла ему, спускаясь в шахту, проникать в самого себя. После городской громовой глухоты он упивался просторной чуткой легкостью, освобождавшей его голову для внутренних свободных действий. В тишине у него расслаблялись шейные мышцы и мышцы скальпа. Внутренне он словно бы становился ближе к самому себе. Чувства собственные теперь можно было разглядеть, можно было их ощупать, нетрудно было перепроверить их правоту, исцелить, попросить прощения. В тишине существование становилось осмысленным, несмотря на страх -- не то ответственности, не то страх, вызванный простым присутствием смысла. Рано или поздно этот трепет всегда появлялся вослед существенности, набранной вокруг -- в подземно-внутреннем пребывании. Это его пугало, но все равно он предпочитал с этим мириться, будто нырнул на полную выкладку и тишина, цокающая бьющимися, трущимися друг о дружку в волне камнями, сдавливая перепонки и отгораживая от грохочущего прибоя, утягивала и приближала к нему не дно -- а темно-синий столб глубины, набиравший давление, сгущающийся над головой трудностью возвращения.	Second	Second
Антонина Ивановна уперла руки в бока, набрала полную грудь воздуха, но, взглянув на выражение лица Питиримова, не взорвалась, а растерянно спросила:	Second	First
Гнилой картошки полный таз!	ZERO INTERSECTION	First
Виктория в полном недоумении снова закрывает дверь.	ZERO INTERSECTION	Second
Таня подходит к окну и садится у подоконника. С улицы слышно, как бьют часы, им отвечают другие, третьи. Гаснут огни. Настает ночь. Таня молча сидит у раскрытого окна. Где-то стороной проходит гроза. Вдали гудят далекие поезда. Снова бой часов. Таня сидит молча. Кричат петухи. Даль за окнами розовеет. Так проходит ночь. Настает рассвет. На дворе поют птицы. Всходит солнце. Вдали грохочет электричка. Таня медленно поднимает голову, смотрит на улицу. Со двора слышен звонкий мужской голос: «Дуська, Ду-усь, на занятия...» И где-то рядом радио передает утреннюю зарядку: «Начали. И -- раз. И -- два. И -- три. На раз -- вдох, на три -- выдох. Дышите полной грудью... полнее, полнее. И -- раз. И -- два. Начали сначала... Все сначала...» В комнату падают первые лучи солнца. Наверху на рояле играют пустячную песенку. Наступает утро].	Second	First
Слышите, где-то далеко поют, идет поезд на Москву, а над нами полное звезд августовское небо, и вот, уже луна взошла над лесом. И нам чуточку страшно, словно мы стоим на самом пороге будущего. А что там, впереди? Кто знает!	Second	Second
Вот видишь? Я-то тебя просила потому, что объяснила тебе, хоть ты и дурочка у нас, но, по крайней мере, я пыталась тебе втолковать, что Алле Сергеевне сейчас нужно создать полный вакуум. Что это единственная возможность подстегнуть ее сознание... знаешь, что такое сознание? Ну ладно, что нужно, чтоб она поскорее вспомнила, кто она, а для этого она должна хорошенько испугаться одиночества. Вот поэтому, чем позже вы докажете свою причастность к ее жизни, тем лучше. Кстати, где паспорт?	Second	Second
Полина открывает окно в коридоре и смотрит направо под арку. Никого не увидев, она идет на кухню, подходит к раковине и открывает на полную воду кран. Потом заходит в туалет.	Second	Second
По каждой позиции дается полное название документа, включающее кроме названия документа и его шифров название организации-разработчика, название населенного пункта месторасположения организации-разработчика, год разработки документа, архивный номер.	Second	Second
п/п Полное название документации	ZERO INTERSECTION	Second
Кроме указанных выше графических материалов, к паспорту могут прилагаться любые иные материалы, которые составители паспорта считают необходимым включить в паспорт для более полного представления всех особенностей конкретного ГТС.	Second	Second
Для отзывного вклада возможно досрочное расторжение Договора, но не ранее, чем через 30 дней со дня заключения Договора. При этом Вкладчик письменно предупреждает Банк за три дня до предполагаемой даты отзыва. В случае досрочного возврата вклада, проценты за полные месячные периоды начисляются исходя из ставки, указанной в Договоре, а за неполный месяц хранения -- за фактическое число дней из расчета процентной ставки, действующей в Банке по вкладам «до востребования».	Second	Second
-- разрешенная мощность (потребителя) -- наибольшая полная мощность электроустановок потребителя, разрешенная для присоединения к сети энергоснабжающей организации;	ZERO INTERSECTION	Second
влияния суммарной полной нагрузки потребителей в ТОП на режим напряжения в этой точке по соотношению (в процентах):	ZERO INTERSECTION	Second
